base_obj_Count,base_features_Count,base_persent_Categorial_features,base_class_Count,base_all_percent_of_nans,base_target_type,cat_meta_categCount_min,cat_meta_categCount_max,cat_meta_categCount_mean,cat_meta_entropy_min,cat_meta_entropy_max,cat_meta_entropy_mean,cat_meta_percent_nans_min,cat_meta_percent_nans_max,cat_meta_percent_nans_mean,disc_meta_min_min,disc_meta_min_max,disc_meta_min_mean,disc_meta_max_min,disc_meta_max_max,disc_meta_max_mean,disc_meta_mean_min,disc_meta_mean_max,disc_meta_mean_mean,disc_meta_variation_min,disc_meta_variation_max,disc_meta_variation_mean,disc_meta_skew_min,disc_meta_skew_max,disc_meta_skew_mean,disc_meta_kurtosis_min,disc_meta_kurtosis_max,disc_meta_kurtosis_mean,disc_meta_percent_of_nans_min,disc_meta_percent_of_nans_max,disc_meta_percent_of_nans_mean,model_min,model_max,model_kurtosis,model_variation,RF,SGD,kNN
123,39,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,238.4,11.04,0.29,252155.78,7048.17,0.08,20366.84,589.03,0.16,3.31,0.99,-1.55,3.69,2.04,-0.77,14.96,5.84,0.0,0.0,0.0,-0.16,0.04,13.58,-10.87,1.0,0.0,1.0
253,37,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,91.35,5.69,0.4,176348.55,5201.06,0.08,11007.66,345.0,0.31,6.84,1.09,-0.96,8.08,2.11,-0.28,65.67,7.87,0.0,0.0,0.0,-0.03,0.06,1.75,6.62,1.0,0.0,0.0
661,37,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,56.15,3.95,0.5,2730637.25,78916.84,0.08,32323.67,962.84,0.15,4.22,1.47,-0.06,14.45,5.65,-1.23,255.35,62.19,0.0,0.0,0.0,-0.03,0.05,0.29,4.34,1.0,0.0,0.0
1043,37,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,36.19,2.75,0.5,12751451.0,367112.31,0.08,41989.19,1243.54,0.16,9.81,2.06,0.04,28.5,9.45,-1.15,867.06,188.37,0.0,0.0,0.0,-0.74,0.5,1.79,8.69,1.0,0.0,0.9782608695652174
296,37,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,124.02,7.03,0.43,2109679.5,60863.56,0.08,40743.96,1214.3,0.16,3.43,1.17,-0.48,11.5,3.79,-1.12,161.12,29.14,0.0,0.0,0.0,-0.07,0.1,3.43,15.71,1.0,0.5,0.0
327,37,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,124.02,7.03,0.43,2109679.5,60873.55,0.08,49208.27,1462.39,0.15,3.25,1.21,-0.45,9.21,3.56,-1.09,102.72,22.27,0.0,0.0,0.0,-0.07,0.08,2.51,38.82,0.0,1.0,1.0
194,39,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,238.4,11.04,0.29,582830.38,16178.52,0.07,30965.46,886.33,0.15,3.64,1.03,-1.29,6.82,2.25,-0.59,60.41,8.97,0.0,0.0,0.0,-0.13,0.14,5.7,-6.67,1.0,0.0,0.967741935483871
253,37,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,91.35,5.69,0.4,176348.55,5201.06,0.08,11007.66,345.0,0.31,6.84,1.09,-0.96,8.08,2.11,-0.28,65.67,7.87,0.0,0.0,0.0,-0.03,0.07,1.84,5.73,0.6666666666666666,1.0,0.0
125,39,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,12.0,1.94,0.67,991629.56,27257.54,0.08,65069.37,1814.85,0.1,2.36,1.17,-1.35,4.13,2.3,-0.62,19.9,7.19,0.0,0.0,0.0,-0.06,0.13,1.32,3.58,1.0,0.0,1.0
705,37,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,56.15,3.94,0.5,4279633.0,123113.91,0.08,43415.68,1283.64,0.17,4.89,1.5,-0.06,14.89,5.33,-1.21,262.33,56.09,0.0,0.0,0.0,-0.02,0.05,1.55,18.04,1.0,1.0,0.0
745,36,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,23.22,2.1,0.5,882628.69,26635.33,0.11,12641.47,394.72,0.19,4.02,1.68,-2.66,18.33,8.33,-1.04,416.74,132.96,0.0,0.0,0.0,-0.04,0.04,0.92,9.02,0.0,1.0,1.0
1077,37,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,36.19,2.75,0.5,12751451.0,367116.34,0.08,47604.2,1405.31,0.17,9.04,1.99,0.02,25.34,9.12,-1.14,715.54,175.91,0.0,0.0,0.0,-0.07,0.11,-0.12,28.49,1.0,0.0,0.9807692307692307
1458,37,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,2.0,0.22,0.67,1401719.5,41034.64,0.07,19505.52,583.46,0.4,3.63,1.67,-0.46,25.46,6.44,-1.51,768.99,104.72,0.0,0.0,0.0,-0.09,0.12,0.8,20.97,1.0,0.8333333333333334,0.0
120,6,0.83,2,0.0,-1000,0,91,40.0,0.55,0.69,0.65,0.0,0.0,0.0,35.5,35.5,35.5,41.5,41.5,41.5,38.72,38.72,38.72,0.05,0.05,0.05,0.11,0.11,0.11,-1.53,-1.53,-1.53,0.0,0.0,0.0,-0.12,0.17,-0.12,6.65,1.0,0.0,1.0
106,7,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,1.0,1.0,1.0,0.17,0.68,0.42,0.3,1.04,0.59,-1.19,2.01,0.23,-0.12,5.02,1.22,0.0,0.0,0.0,0.01,0.07,-1.27,0.51,1.0,0.0,0.9375
5300,2,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-3.09,-2.39,-2.74,2.81,3.19,3.0,0.0,0.0,0.0,56915.67,63493.68,60204.67,0.03,0.17,0.1,-1.06,-0.63,-0.84,0.0,0.0,0.0,-0.03,-0.01,-2.0,-0.64,1.0,0.0,1.0
1372,4,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-13.77,-5.29,-8.66,2.45,17.93,10.04,-1.19,1.92,0.64,-1.76,6.55,2.73,-1.02,1.09,-0.12,-0.75,1.26,0.14,0.0,0.0,0.0,-0.43,0.01,-0.67,-0.59,0.9782608695652174,0.0,1.0
100,5,1.0,2,0.0,-1000,0,86,25.0,0.4,1.5,0.89,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.07,0.12,0.47,11.51,1.0,0.0,0.857142857142857
748,4,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,250.0,63.25,50.0,12500.0,3180.5,5.51,1378.68,356.99,0.71,1.06,0.92,0.75,3.2,2.26,-0.25,15.76,10.15,0.0,0.0,0.0,-0.07,0.09,-2.0,7.16,0.95,0.0,1.0
106,9,0.0,6,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,1.0,1.0,1.0,95.0,105.0,102.78,46.03,53.4,51.59,0.57,0.6,0.57,-0.02,0.13,0.02,-1.22,-1.16,-1.19,0.0,0.0,0.0,-0.72,0.04,-0.48,-0.93,1.0,0.0,0.7878787878787878
540,20,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,1.0,0.15,1.0,540.0,37.0,0.5,270.5,18.58,0.41,0.58,0.57,-0.0,0.0,0.0,-1.5,-1.2,-1.22,0.0,0.0,0.0,-0.05,0.05,0.32,-26.12,1.0,0.0,0.9880952380952381
500,12,0.92,2,0.0,-1000,0,304,31.43,0.98,1.99,1.58,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.53,3.53,3.53,0.57,0.57,0.57,-1.16,-1.16,-1.16,-0.59,-0.59,-0.59,0.0,0.0,0.0,-0.06,0.06,-0.49,21.99,1.0,0.0,0.9629629629629629
768,9,0.11,38,0.0,0,0,74,20.21,3.24,3.24,3.24,0.0,0.0,0.0,0.0,514.5,109.48,0.4,808.5,182.99,0.23,671.71,147.42,0.13,0.57,0.3,-0.16,0.53,0.07,-2.0,0.11,-1.16,0.0,0.0,0.0,-2.45,1.77,-0.42,-11.65,1.0,0.0,0.2702702702702703
100,9,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.0,0.5,-0.25,1.0,1.0,1.0,-0.35,0.87,0.39,-10.05,3.04,-0.66,-2.2,0.76,-0.04,-2.0,2.84,-0.32,0.0,0.0,0.0,-0.05,0.05,-1.16,83.42,1.0,0.4999999999999993,0.0
583,10,0.1,2,0.0,-1000,0,441,194.33,0.56,0.56,0.56,0.0,0.0,0.0,0.1,63.0,10.16,2.8,4929.0,1026.84,0.95,290.58,60.14,0.17,2.63,1.18,-0.28,10.52,3.28,-0.57,149.62,29.77,0.0,0.0,0.0,-0.06,0.04,-1.06,-1.97,0.833333333333333,1.0,0.0
340,15,0.0,30,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,1.01,0.23,0.0,19.04,3.37,0.0,6.28,0.95,0.12,1.98,0.69,-2.62,3.31,0.66,-0.91,11.78,2.84,0.0,0.0,0.0,-2.68,3.27,-0.91,3.24,1.0,0.0,0.38461538461538464
195,22,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-7.96,102.14,11.77,-2.43,592.03,51.38,-5.68,197.1,22.2,-0.19,1.62,0.55,-0.51,4.19,1.64,-0.93,21.4,5.35,0.0,0.0,0.0,-0.09,0.06,-0.28,-15.2,1.0,0.0,0.7999999999999998
182,12,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.03,-0.88,-1.28,1.0,1.0,1.0,-0.01,0.0,-0.0,-244.4,215.1,-46.56,-0.64,0.44,-0.16,-0.6,1.75,0.49,0.0,0.0,0.0,-0.02,0.03,2.27,-2.1,1.0,0.444444444444445,0.0
1055,41,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-5.26,4.92,0.37,1.0,147.0,16.56,-0.2,37.06,2.68,-131.75,11.93,-1.03,-1.76,26.81,3.79,-0.23,808.87,44.5,0.0,0.0,0.0,-0.11,0.09,-0.69,18.09,1.0,0.0,0.8596491228070176
250,6,1.0,2,0.0,-1000,0,119,62.5,1.05,1.1,1.07,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.13,0.19,4.97,-48.87,1.0,0.0,0.9583333333333333
462,9,0.11,2,0.0,-1000,0,270,154.0,0.68,0.68,0.68,0.0,0.0,0.0,0.0,101.0,18.93,15.33,218.0,80.35,3.64,138.33,38.89,0.15,1.43,0.53,-0.38,2.31,0.85,-1.02,6.34,2.22,0.0,0.0,0.0,-0.1,0.05,-1.05,-1.64,1.0,0.0,0.8214285714285713
210,7,0.0,3,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.77,12.41,5.23,0.92,21.18,9.29,0.87,14.85,6.9,0.03,0.41,0.14,-0.53,0.56,0.27,-1.11,-0.09,-0.74,0.0,0.0,0.0,-0.25,0.56,-0.52,20.12,1.0,0.0,1.0
699,9,0.0,2,0.002543315848036878,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,1.0,1.0,1.0,10.0,10.0,10.0,1.59,4.42,3.14,0.64,1.08,0.89,0.59,3.55,1.54,-0.63,12.56,1.97,0.0,16.0,1.78,-0.0,0.12,-1.03,0.63,0.9655172413793103,0.0,1.0
210,7,0.0,3,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.77,12.41,5.23,0.92,21.18,9.29,0.87,14.85,6.9,0.03,0.41,0.14,-0.53,0.56,0.27,-1.11,-0.09,-0.74,0.0,0.0,0.0,-0.26,0.57,-0.47,18.79,1.0,0.0,0.8867924528301887
470,16,0.81,2,0.0,-1000,0,468,130.0,0.03,0.95,0.42,0.0,0.0,0.0,0.96,21.0,7.8,6.3,87.0,59.87,3.28,62.53,23.46,0.14,2.57,0.99,-0.19,5.62,1.99,-0.13,30.15,10.25,0.0,0.0,0.0,-0.04,0.05,1.84,35.46,0.3333333333333309,1.0,0.0
403,5,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,0.9,0.99,0.96,0.35,0.46,0.41,0.54,0.6,0.58,0.02,0.69,0.39,-1.2,-0.18,-0.77,0.0,0.0,0.0,-0.28,0.07,-1.79,-1.66,1.0,0.0,0.8309859154929579
569,30,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,185.2,15.6,0.03,4254.0,264.19,0.0,880.58,61.89,0.11,1.13,0.49,0.41,5.43,1.74,-0.54,48.77,7.74,0.0,0.0,0.0,-0.08,0.06,-0.73,-2.27,1.0,0.0,0.9166666666666667
440,7,0.14,3,0.0,0,0,298,146.67,0.63,0.63,0.63,0.0,0.0,0.0,3.0,55.0,15.33,40827.0,112151.0,71344.66,1524.87,12000.3,5537.69,1.05,1.85,1.43,2.55,11.11,5.13,11.39,168.75,49.67,0.0,0.0,0.0,-0.07,0.09,-0.98,25.96,0.0,1.0,0.17391304347826103
200,13,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,35.0,3.46,1.0,100.0,24.31,0.74,59.35,11.88,0.1,0.93,0.52,-5.51,9.85,0.5,-1.47,95.01,9.14,0.0,0.0,0.0,-0.11,0.19,-0.42,2.21,1.0,0.0,0.7142857142857144
123,12,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,32.0,3.5,1.0,74.0,18.75,0.92,55.32,11.2,0.16,0.8,0.37,-3.06,5.23,0.15,-1.71,26.5,2.82,0.0,0.0,0.0,-0.25,0.2,-0.4,7.22,0.0,1.0,0.15384615384615383
88,90,0.0,4,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1547.0,-57.0,-480.39,46.0,686.0,256.46,-167.03,12.81,-27.39,-363.03,1089.11,15.8,-2.58,2.47,-0.21,2.19,31.03,10.71,0.0,0.0,0.0,-0.16,0.09,-0.09,-8.31,1.0,0.0,0.5869565217391305
47,90,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-423.0,69.0,-44.38,1.0,756.0,66.02,-21.13,82.66,8.58,-57.74,1204.45,11.04,-5.68,5.93,0.07,-0.85,36.11,4.22,0.0,0.0,0.0,-0.36,0.54,-0.15,-9.8,0.0,0.3731343283582089,1.0
47,90,0.0,4,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-423.0,69.0,-44.38,1.0,756.0,66.02,-21.13,82.66,8.58,-57.74,1204.45,11.04,-5.68,5.93,0.07,-0.85,36.11,4.22,0.0,0.0,0.0,-0.31,0.3,0.28,-9.62,0.0,0.0,1.0
117,90,0.0,3,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-3617.0,-40.0,-786.02,18.0,1016.0,247.36,-271.26,13.77,-28.19,-3396.81,136.82,-59.78,-6.54,6.57,-1.24,3.92,58.38,24.92,0.0,0.0,0.0,-0.16,0.2,-0.18,8.38,1.0,0.0,0.7297297297297298
164,90,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-3617.0,-49.0,-791.54,18.0,1016.0,262.63,-170.39,7.26,-17.65,-64.25,522.71,5.41,-7.4,7.39,-1.44,3.51,78.36,32.15,0.0,0.0,0.0,-0.32,0.37,0.76,11.15,1.0,0.0,0.8750000000000002
310,6,0.0,3,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-11.06,70.08,17.66,49.43,418.54,168.01,17.54,117.92,52.86,0.11,1.43,0.51,-0.18,4.3,1.12,0.14,37.44,7.04,0.0,0.0,0.0,-0.17,0.24,-1.45,4.61,1.0,0.0,1.0
310,6,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-11.06,70.08,17.66,49.43,418.54,168.01,17.54,117.92,52.86,0.11,1.43,0.51,-0.18,4.3,1.12,0.14,37.44,7.04,0.0,0.0,0.0,-0.18,0.16,-0.95,-8.32,1.0,0.0,1.0
5456,2,0.0,4,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.34,0.5,0.42,5.0,5.0,5.0,0.68,1.29,0.99,0.49,0.5,0.49,1.75,5.01,3.38,3.77,38.03,20.9,0.0,0.0,0.0,0.13,0.43,-2.0,0.54,1.0,0.0,0.9647058823529412
5456,4,0.0,4,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.34,0.84,0.51,5.0,5.0,5.0,0.68,1.88,1.28,0.3,0.65,0.48,0.96,5.01,2.54,0.49,38.03,12.34,0.0,0.0,0.0,-0.01,0.4,-1.02,1.21,1.0,0.0,0.9302325581395349
3252,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.35,16.0,10.78,0.77,1007.0,671.59,0.43,507.43,335.92,0.19,0.59,0.45,0.01,1.61,0.55,-1.24,2.49,0.02,0.0,0.0,0.0,-0.43,0.01,-1.5,-1.34,1.0,0.0,0.8695652173913043
1623,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.35,16.0,10.78,0.79,1008.0,671.93,0.44,505.68,335.82,0.2,0.59,0.45,0.01,1.59,0.54,-1.24,2.4,-0.01,0.0,0.0,0.0,-0.44,0.0,-1.5,-1.35,1.0,0.0,0.8809523809523809
1521,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.35,16.0,10.78,0.78,1008.0,671.59,0.44,503.73,334.91,0.19,0.59,0.45,0.0,1.54,0.53,-1.24,2.2,-0.08,0.0,0.0,0.0,-0.46,0.02,-1.5,-1.39,1.0,0.0,0.9367088607594937
1515,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.35,16.0,10.78,0.79,1008.0,671.6,0.44,505.17,335.84,0.19,0.59,0.45,0.0,1.48,0.51,-1.24,1.99,-0.15,0.0,0.0,0.0,-0.43,0.0,-1.5,-1.28,1.0,0.0,0.8765432098765432
10176,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,16.0,10.67,0.79,1008.0,672.26,0.41,516.43,343.83,0.14,0.56,0.42,-0.02,1.68,0.55,-1.18,8.97,2.2,0.0,0.0,0.0,-0.11,0.0,-1.5,-1.49,1.0,0.0,0.9680851063829788
10668,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,16.0,10.67,0.79,1008.0,672.26,0.41,516.3,343.97,0.14,0.56,0.42,-0.03,1.64,0.53,-1.19,8.65,2.1,0.0,0.0,0.0,-0.09,-0.0,-1.5,-1.23,1.0,0.0,0.9687500000000001
10386,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,16.0,10.67,0.79,1008.0,672.26,0.41,515.94,343.47,0.14,0.56,0.42,-0.03,1.6,0.52,-1.19,8.26,1.97,0.0,0.0,0.0,-0.1,-0.0,-1.5,-1.25,1.0,0.0,0.9684210526315791
10190,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,16.0,10.33,0.79,1008.0,672.26,0.41,515.5,343.32,0.14,0.56,0.42,-0.02,1.63,0.53,-1.19,8.44,2.03,0.0,0.0,0.0,-0.11,-0.0,-1.5,-1.26,1.0,0.0,0.9787234042553192
9989,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,16.0,10.67,0.79,1008.0,672.26,0.41,515.88,343.64,0.14,0.56,0.42,-0.02,1.68,0.54,-1.18,9.01,2.22,0.0,0.0,0.0,-0.12,-0.0,-1.5,-1.23,1.0,0.0,0.9578947368421054
10130,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,16.0,10.67,0.8,1008.0,672.27,0.41,516.57,343.92,0.14,0.56,0.42,-0.02,1.67,0.54,-1.19,8.87,2.17,0.0,0.0,0.0,-0.12,0.0,-1.5,-1.28,1.0,0.0,0.9680851063829788
8753,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,16.0,10.67,0.88,1008.0,672.29,0.45,507.92,338.38,0.21,0.57,0.45,-0.0,1.22,0.41,-1.2,1.41,-0.33,0.0,0.0,0.0,-0.02,-0.0,-1.5,-0.59,1.0,0.0,1.0
9172,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,16.0,10.33,0.88,1008.0,672.29,0.45,509.05,338.99,0.2,0.57,0.45,-0.01,1.22,0.41,-1.2,1.41,-0.33,0.0,0.0,0.0,-0.03,0.01,-1.5,-1.97,1.0,0.0,1.0
9285,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,16.0,10.67,0.86,1008.0,671.62,0.45,508.7,338.49,0.2,0.57,0.44,-0.01,1.24,0.42,-1.21,1.53,-0.29,0.0,0.0,0.0,-0.02,0.01,-1.5,-3.03,1.0,0.0,0.9891304347826088
8654,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,16.0,10.67,0.89,1008.0,672.3,0.45,506.85,337.8,0.21,0.57,0.45,-0.0,1.23,0.42,-1.21,1.44,-0.31,0.0,0.0,0.0,-0.01,0.0,-1.5,-1.73,1.0,0.0,1.0
1183,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.35,16.0,10.78,0.78,1006.0,670.59,0.44,535.2,339.66,0.18,0.59,0.43,-0.13,1.28,0.41,-1.19,1.31,-0.34,0.0,0.0,0.0,-0.05,0.01,-1.5,-2.07,0.9880952380952381,0.0,1.0
1080,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.35,16.0,10.78,0.78,1007.0,670.59,0.45,539.68,341.81,0.2,0.59,0.44,-0.14,1.14,0.36,-1.2,0.8,-0.52,0.0,0.0,0.0,-0.07,0.01,-1.5,-2.28,1.0,0.0,1.0
1277,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.35,16.0,10.78,0.77,1008.0,672.26,0.43,538.07,341.89,0.18,0.59,0.43,-0.12,1.35,0.43,-1.23,1.68,-0.23,0.0,0.0,0.0,-0.06,0.0,-1.5,-1.55,1.0,0.0,0.9882352941176471
1252,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.35,16.0,10.78,0.78,1008.0,671.93,0.44,534.17,337.8,0.18,0.6,0.44,-0.12,1.32,0.44,-1.22,1.56,-0.28,0.0,0.0,0.0,-0.04,0.01,-1.5,-2.4,1.0,0.0,0.963855421686747
1112,3,0.0,5,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.35,16.0,10.78,0.79,1005.0,670.26,0.44,530.36,338.41,0.19,0.59,0.44,-0.1,1.19,0.4,-1.2,0.98,-0.45,0.0,0.0,0.0,-0.05,0.01,-1.5,-2.07,1.0,0.0,0.9878048780487805
1000,20,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,1.0,1.0,1.0,0.22,0.7,0.47,0.65,1.89,1.11,-0.89,1.36,0.15,-2.0,-0.15,-1.72,0.0,0.0,0.0,-0.06,0.06,-0.42,10.46,1.0,0.5,0.0
750,40,0.07,8,0.0,0,0,403,225.0,0.69,1.1,0.83,0.0,0.0,0.0,0.1,45926.0,2279.31,0.47,97149.0,6788.19,0.29,52116.15,4179.32,0.03,0.64,0.23,-1.16,1.42,-0.03,-1.45,1.09,-0.77,0.0,0.0,0.0,-0.25,0.19,0.32,-50.7,1.0,0.4999999999999993,0.0
400,40,0.07,8,0.0,0,0,217,120.0,0.69,1.09,0.82,0.0,0.0,0.0,0.1,45928.0,2278.84,0.47,96739.0,6792.86,0.3,52300.41,4183.0,0.03,0.6,0.23,-1.31,1.35,-0.05,-1.48,1.3,-0.77,0.0,0.0,0.0,-0.38,0.23,0.04,-3.73,0.0,1.0,0.0
1100,12,0.33,5,0.0,0,0,782,314.29,0.67,1.06,0.8,0.0,0.0,0.0,0.0,3069.0,758.39,0.67,7362.0,1375.51,0.38,5201.51,1061.53,0.06,0.87,0.52,-0.35,0.35,0.06,-1.57,-1.0,-1.38,0.0,0.0,0.0,-0.11,0.2,0.79,-27.91,0.0,1.0,0.6666666666666664
700,12,0.33,3,0.0,0,0,560,200.0,0.5,1.1,0.75,0.0,0.0,0.0,0.0,3069.0,758.76,0.67,7362.0,1375.14,0.4,5157.93,1053.52,0.05,0.8,0.49,-0.42,0.73,0.01,-1.53,-1.08,-1.31,0.0,0.0,0.0,-0.11,0.2,5.68,15.41,1.0,0.0,0.3157894736842105
500,12,0.33,5,0.0,0,0,419,142.86,0.56,1.1,0.75,0.0,0.0,0.0,0.0,3069.0,759.01,0.67,7361.0,1375.14,0.38,5108.88,1050.56,0.06,0.85,0.53,-0.3,0.26,0.1,-1.67,-0.89,-1.35,0.0,0.0,0.0,-0.09,0.1,-0.52,10.47,1.0,0.0,1.0
120,6,0.83,2,0.0,-1000,0,91,40.0,0.55,0.69,0.65,0.0,0.0,0.0,35.5,35.5,35.5,41.5,41.5,41.5,38.72,38.72,38.72,0.05,0.05,0.05,0.11,0.11,0.11,-1.53,-1.53,-1.53,0.0,0.0,0.0,-0.16,0.16,-0.65,-10.58,1.0,0.0,1.0
4177,8,0.12,3,0.0,0,0,1528,1044.25,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.08,0.02,0.65,2.83,1.24,0.14,0.83,0.38,0.23,0.62,0.45,-0.64,3.13,0.62,-0.05,75.93,11.02,0.0,0.0,0.0,-0.5,0.46,0.46,-18.96,0.8499999999999999,0.0,1.0
106,9,0.0,4,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,1.0,1.0,1.0,95.0,105.0,102.78,46.03,53.4,51.59,0.57,0.6,0.57,-0.02,0.13,0.02,-1.22,-1.16,-1.19,0.0,0.0,0.0,-0.29,0.1,-1.5,-1.31,0.0,1.0,1.0
